,ConcernAspect,Score,Category
698,Problems balancing sustainability and family needs,4.0,Moderately
699,Problems balancing sustainability and family needs,1.0,Not at all
700,Problems balancing sustainability and family needs,4.0,Moderately
701,Problems balancing sustainability and family needs,4.0,Moderately
702,Problems balancing sustainability and family needs,2.0,Slightly
703,Problems balancing sustainability and family needs,5.0,Quite a bit
704,Problems balancing sustainability and family needs,4.0,Moderately
705,Problems balancing sustainability and family needs,2.0,Slightly
706,Problems balancing sustainability and family needs,6.0,Very much
707,Problems balancing sustainability and family needs,5.0,Quite a bit
708,Problems balancing sustainability and family needs,5.0,Quite a bit
709,Problems balancing sustainability and family needs,4.0,Moderately
710,Problems balancing sustainability and family needs,5.0,Quite a bit
711,Problems balancing sustainability and family needs,5.0,Quite a bit
712,Problems balancing sustainability and family needs,4.0,Moderately
713,Problems balancing sustainability and family needs,5.0,Quite a bit
714,Problems balancing sustainability and family needs,4.0,Moderately
715,Problems balancing sustainability and family needs,2.0,Slightly
716,Problems balancing sustainability and family needs,1.0,Not at all
717,Problems balancing sustainability and family needs,2.0,Slightly
718,Problems balancing sustainability and family needs,1.0,Not at all
719,Problems balancing sustainability and family needs,5.0,Quite a bit
720,Problems balancing sustainability and family needs,3.0,Somewhat
721,Problems balancing sustainability and family needs,4.0,Moderately
722,Problems balancing sustainability and family needs,5.0,Quite a bit
723,Problems balancing sustainability and family needs,6.0,Very much
724,Problems balancing sustainability and family needs,5.0,Quite a bit
725,Problems balancing sustainability and family needs,6.0,Very much
726,Problems balancing sustainability and family needs,5.0,Quite a bit
727,Problems balancing sustainability and family needs,1.0,Not at all
728,Problems balancing sustainability and family needs,2.0,Slightly
729,Problems balancing sustainability and family needs,2.0,Slightly
730,Problems balancing sustainability and family needs,3.0,Somewhat
731,Problems balancing sustainability and family needs,1.0,Not at all
732,Problems balancing sustainability and family needs,1.0,Not at all
733,Problems balancing sustainability and family needs,3.0,Somewhat
734,Problems balancing sustainability and family needs,1.0,Not at all
735,Problems balancing sustainability and family needs,4.0,Moderately
736,Problems balancing sustainability and family needs,6.0,Very much
737,Problems balancing sustainability and family needs,5.0,Quite a bit
738,Problems balancing sustainability and family needs,2.0,Slightly
739,Problems balancing sustainability and family needs,5.0,Quite a bit
740,Problems balancing sustainability and family needs,5.0,Quite a bit
741,Problems balancing sustainability and family needs,4.0,Moderately
742,Problems balancing sustainability and family needs,7.0,Extremely
743,Problems balancing sustainability and family needs,2.0,Slightly
744,Problems balancing sustainability and family needs,2.0,Slightly
745,Problems balancing sustainability and family needs,3.0,Somewhat
746,Problems balancing sustainability and family needs,2.0,Slightly
747,Problems balancing sustainability and family needs,5.0,Quite a bit
748,Problems balancing sustainability and family needs,5.0,Quite a bit
749,Problems balancing sustainability and family needs,5.0,Quite a bit
750,Problems balancing sustainability and family needs,6.0,Very much
751,Problems balancing sustainability and family needs,3.0,Somewhat
752,Problems balancing sustainability and family needs,3.0,Somewhat
753,Problems balancing sustainability and family needs,1.0,Not at all
754,Problems balancing sustainability and family needs,1.0,Not at all
755,Problems balancing sustainability and family needs,5.0,Quite a bit
756,Problems balancing sustainability and family needs,6.0,Very much
757,Problems balancing sustainability and family needs,1.0,Not at all
758,Problems balancing sustainability and family needs,3.0,Somewhat
759,Problems balancing sustainability and family needs,5.0,Quite a bit
760,Problems balancing sustainability and family needs,5.0,Quite a bit
761,Problems balancing sustainability and family needs,5.0,Quite a bit
762,Problems balancing sustainability and family needs,1.0,Not at all
763,Problems balancing sustainability and family needs,4.0,Moderately
764,Problems balancing sustainability and family needs,5.0,Quite a bit
765,Problems balancing sustainability and family needs,3.0,Somewhat
766,Problems balancing sustainability and family needs,4.0,Moderately
767,Problems balancing sustainability and family needs,2.0,Slightly
768,Problems balancing sustainability and family needs,5.0,Quite a bit
769,Problems balancing sustainability and family needs,2.0,Slightly
770,Problems balancing sustainability and family needs,1.0,Not at all
771,Problems balancing sustainability and family needs,7.0,Extremely
772,Problems balancing sustainability and family needs,5.0,Quite a bit
773,Problems balancing sustainability and family needs,4.0,Moderately
774,Problems balancing sustainability and family needs,6.0,Very much
775,Problems balancing sustainability and family needs,4.0,Moderately
776,Problems balancing sustainability and family needs,2.0,Slightly
777,Problems balancing sustainability and family needs,6.0,Very much
778,Problems balancing sustainability and family needs,2.0,Slightly
779,Problems balancing sustainability and family needs,3.0,Somewhat
780,Problems balancing sustainability and family needs,4.0,Moderately
781,Problems balancing sustainability and family needs,2.0,Slightly
782,Problems balancing sustainability and family needs,3.0,Somewhat
783,Problems balancing sustainability and family needs,4.0,Moderately
784,Problems balancing sustainability and family needs,4.0,Moderately
785,Problems balancing sustainability and family needs,6.0,Very much
786,Problems balancing sustainability and family needs,3.0,Somewhat
787,Problems balancing sustainability and family needs,3.0,Somewhat
788,Problems balancing sustainability and family needs,5.0,Quite a bit
789,Problems balancing sustainability and family needs,5.0,Quite a bit
790,Problems balancing sustainability and family needs,7.0,Extremely
791,Problems balancing sustainability and family needs,4.0,Moderately
792,Problems balancing sustainability and family needs,4.0,Moderately
793,Problems balancing sustainability and family needs,5.0,Quite a bit
794,Problems balancing sustainability and family needs,7.0,Extremely
795,Problems balancing sustainability and family needs,3.0,Somewhat
796,Problems balancing sustainability and family needs,1.0,Not at all
797,Problems balancing sustainability and family needs,1.0,Not at all
798,Problems balancing sustainability and family needs,4.0,Moderately
799,Problems balancing sustainability and family needs,1.0,Not at all
800,Problems balancing sustainability and family needs,3.0,Somewhat
801,Problems balancing sustainability and family needs,1.0,Not at all
802,Problems balancing sustainability and family needs,5.0,Quite a bit
803,Problems balancing sustainability and family needs,5.0,Quite a bit
804,Problems balancing sustainability and family needs,4.0,Moderately
805,Problems balancing sustainability and family needs,1.0,Not at all
806,Problems balancing sustainability and family needs,5.0,Quite a bit
807,Problems balancing sustainability and family needs,4.0,Moderately
808,Problems balancing sustainability and family needs,5.0,Quite a bit
809,Problems balancing sustainability and family needs,2.0,Slightly
810,Problems balancing sustainability and family needs,4.0,Moderately
811,Problems balancing sustainability and family needs,5.0,Quite a bit
812,Problems balancing sustainability and family needs,3.0,Somewhat
813,Problems balancing sustainability and family needs,3.0,Somewhat
814,Problems balancing sustainability and family needs,4.0,Moderately
815,Problems balancing sustainability and family needs,6.0,Very much
816,Problems balancing sustainability and family needs,4.0,Moderately
817,Problems balancing sustainability and family needs,5.0,Quite a bit
818,Problems balancing sustainability and family needs,4.0,Moderately
819,Problems balancing sustainability and family needs,2.0,Slightly
820,Problems balancing sustainability and family needs,2.0,Slightly
821,Problems balancing sustainability and family needs,4.0,Moderately
822,Problems balancing sustainability and family needs,2.0,Slightly
823,Problems balancing sustainability and family needs,4.0,Moderately
824,Problems balancing sustainability and family needs,1.0,Not at all
825,Problems balancing sustainability and family needs,6.0,Very much
826,Problems balancing sustainability and family needs,5.0,Quite a bit
827,Problems balancing sustainability and family needs,6.0,Very much
828,Problems balancing sustainability and family needs,2.0,Slightly
829,Problems balancing sustainability and family needs,2.0,Slightly
830,Problems balancing sustainability and family needs,4.0,Moderately
831,Problems balancing sustainability and family needs,2.0,Slightly
832,Problems balancing sustainability and family needs,1.0,Not at all
833,Problems balancing sustainability and family needs,4.0,Moderately
834,Problems balancing sustainability and family needs,4.0,Moderately
835,Problems balancing sustainability and family needs,4.0,Moderately
836,Problems balancing sustainability and family needs,4.0,Moderately
837,Problems balancing sustainability and family needs,4.0,Moderately
838,Problems balancing sustainability and family needs,3.0,Somewhat
839,Problems balancing sustainability and family needs,3.0,Somewhat
840,Problems balancing sustainability and family needs,4.0,Moderately
841,Problems balancing sustainability and family needs,2.0,Slightly
842,Problems balancing sustainability and family needs,3.0,Somewhat
843,Problems balancing sustainability and family needs,3.0,Somewhat
844,Problems balancing sustainability and family needs,6.0,Very much
845,Problems balancing sustainability and family needs,4.0,Moderately
846,Problems balancing sustainability and family needs,4.0,Moderately
847,Problems balancing sustainability and family needs,3.0,Somewhat
848,Problems balancing sustainability and family needs,3.0,Somewhat
849,Problems balancing sustainability and family needs,2.0,Slightly
